name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1776,2015,709,75000,2,2,1,1
2793,2010,216,150000,2,3,1,0
3270,2012,281,140000,2,3,1,2
3265,2015,381,70000,2,3,1,0
3263,2012,276,137250,2,3,1,1
1650,2013,396,110000,2,3,1,1
1018,2017,454,27000,6,2,1,0
1187,2019,730,9000,2,2,1,0
3490,2019,739,5400,2,2,1,4
2743,2020,423,1000,6,2,1,4
1058,2018,405,16000,6,2,1,0
533,2019,620,13000,2,2,1,4
2773,2012,266,47000,2,2,1,0
1950,2018,630,22000,6,3,1,0
2664,2017,598,30000,6,3,1,0
1950,2018,630,20000,6,3,1,0
3035,2013,248,60000,2,3,1,0
3212,2008,489,75000,6,3,1,1
1882,2010,147,64000,6,2,1,0
2094,2015,266,80000,2,3,1,0
2717,2017,459,90000,2,3,1,0
2386,2018,516,30000,6,3,1,0
3242,2003,79,120000,6,3,0,1
1938,2019,390,20000,6,2,1,0
3103,2013,306,100000,2,3,1,0
1007,2018,427,31000,6,2,1,0
1865,2013,184,47000,6,2,1,0
3078,2018,439,11200,6,3,1,0
1865,2018,251,35000,6,2,1,0
2409,2010,197,50000,5,2,1,0
2002,2015,516,55000,2,2,1,0
2057,2018,239,20000,6,2,1,0
1519,2017,572,75000,2,2,1,0
1926,2017,344,93000,6,2,1,0
206,2009,162,57000,2,2,1,1
1988,2014,266,30000,6,2,1,0
2708,2013,360,73000,2,2,1,0
2324,2016,476,65000,2,2,1,0
2292,2009,205,62000,6,2,1,1
1067,2007,115,85000,6,2,1,0
266,2010,90,73000,6,3,1,0
2379,2012,281,55000,2,2,1,0
2057,2016,197,5800,6,3,1,1
3347,2009,281,350000,2,3,1,0
2386,2018,459,30000,6,3,1,0
2324,2018,541,20000,2,3,1,0
914,2018,224,20000,6,3,1,0
1893,2007,71,100000,6,3,1,1
2426,2013,281,65000,6,3,1,0
534,2013,236,90000,2,3,1,1
3313,2011,495,267000,2,3,1,1
1622,2005,147,250000,2,3,1,1
1815,2011,281,140000,2,3,1,1
769,2018,713,22000,6,2,0,0
805,2010,236,60000,6,2,1,1
773,2018,657,28635,6,2,1,0
649,2018,560,32114,2,2,1,0
1926,2014,248,82000,6,2,1,1
2367,2006,135,95149,6,2,1,1
653,2018,473,68458,6,2,1,0
2073,2010,220,42000,6,3,1,0
746,2014,405,90000,2,3,1,1
1322,2016,489,100000,2,3,1,0
1719,2017,489,80000,2,3,1,0
989,2010,126,105546,6,3,1,0
3255,2018,396,10000,6,3,1,0
3340,2012,657,80000,2,3,1,1
1353,2013,274,35000,6,3,1,0
3323,2013,658,120000,2,3,1,0
3252,2011,281,120000,2,3,1,2
2357,2016,454,70000,2,3,1,0
1700,2014,516,130000,2,3,1,2
2745,2019,220,40000,6,3,1,0
1885,2015,263,60000,6,3,1,1
700,2011,254,110000,6,3,1,0
747,2014,516,130000,2,3,1,0
1895,2009,110,80000,6,3,1,1
2326,2009,126,120000,2,3,1,1
624,2015,248,104000,2,3,1,1
2320,2011,126,100000,6,3,1,1
691,2003,100,132343,6,3,1,1
857,2016,640,90000,2,3,1,1
2435,2007,84,60000,6,3,1,1
797,2015,360,76000,2,3,1,0
1848,2004,11,60000,6,3,1,2
1615,2009,166,30000,6,3,1,1
3003,2010,205,96000,2,3,1,1
1898,2015,232,26134,6,2,1,0
2070,2011,216,52895,2,2,1,0
1205,2013,427,42324,2,2,1,1
1775,2016,667,65000,2,2,1,0
1639,2012,427,60236,2,2,1,0
2435,2014,173,70000,6,3,1,1
2435,2014,173,70000,6,3,1,2
1830,2009,241,100000,2,3,1,1
333,2008,206,110000,2,3,1,0
2778,2019,459,10300,6,3,1,0
344,2014,224,120000,2,3,1,1
3061,2012,427,142000,2,3,1,0
1721,2017,572,25000,2,3,1,0
2887,2020,396,5000,6,3,1,0
1006,2016,318,28643,6,2,1,0
747,2014,459,50000,2,3,1,0
2446,2019,443,30000,6,2,1,0
1086,2020,408,5000,6,3,1,0
1769,2018,747,30000,2,3,0,0
1908,2018,459,7600,6,3,0,0
204,2013,162,47253,2,2,1,0
1886,2015,233,4432,6,2,0,1
2923,2010,56,110000,6,3,1,1
1043,2014,320,25000,6,3,1,0
2977,2009,76,70000,2,3,1,1
1327,2016,432,68523,6,2,1,0
906,2019,320,5000,6,3,1,0
3175,2018,368,40000,6,3,1,0
1228,2017,360,43000,2,3,1,0
1878,2010,68,80251,0,2,1,1
1288,2010,205,34500,6,3,1,1
573,2000,7,42743,6,2,1,2
204,2013,110,93900,2,3,1,1
2473,2004,60,80000,6,3,1,0
204,2012,100,110000,2,3,1,0
145,2011,800,100000,2,3,0,1
239,2012,248,25000,2,3,1,0
1857,2009,122,25000,6,3,1,0
454,2019,932,20000,2,3,0,0
262,2013,197,10000,6,3,1,0
832,2018,516,30000,2,3,1,0
847,2010,122,110000,6,3,1,1
2006,2014,419,80000,2,3,1,1
1580,2016,335,21000,6,3,1,0
1885,2016,281,20000,6,3,1,0
2357,2015,427,32000,2,3,1,0
2606,2007,541,180000,2,3,1,0
2953,2012,164,70000,2,3,1,1
1354,2013,335,50000,2,3,1,0
455,2004,162,120000,2,3,1,0
923,2012,126,55766,6,3,1,1
2635,2011,227,40000,6,3,1,1
1851,2001,45,60000,6,3,1,2
2351,2008,166,50000,6,3,1,0
2326,2010,205,110000,2,3,1,1
3008,2013,152,100000,2,3,1,0
2471,2001,66,86000,6,3,1,1
2356,2013,320,50000,2,3,1,0
1907,2017,489,20000,2,3,1,0
1272,2010,320,50000,6,3,1,0
3023,2012,244,80000,2,3,1,1
2059,2006,41,135000,5,3,1,3
2451,2003,90,120000,2,3,1,2
352,2015,427,113600,2,3,1,0
1099,2008,158,70000,6,3,1,2
381,2018,607,20000,2,2,1,0
380,2018,561,14000,6,2,1,0
561,2018,594,26000,2,2,1,0
759,2016,513,138925,6,2,1,0
799,2016,455,121764,2,2,1,0
794,2016,465,105429,6,2,1,0
1865,2015,95,35000,6,3,1,0
2894,2017,274,60000,2,3,1,0
2386,2020,427,5000,6,3,1,0
201,2008,95,70000,6,3,1,2
2429,2000,87,80000,6,3,1,0
2393,2019,617,20000,2,3,1,0
3079,2019,522,8000,6,3,1,0
1331,2014,412,54000,6,2,1,1
1333,2014,378,23122,6,2,1,1
219,2012,280,44500,2,2,1,1
3467,2017,588,13599,6,2,0,0
1683,2014,427,100000,2,3,1,1
2291,2006,79,110000,6,3,1,2
3321,2014,528,90000,2,3,1,1
3177,2019,499,17000,6,3,1,0
1890,2008,45,140000,6,3,1,0
1821,2015,396,50000,2,3,1,1
1585,2017,459,53000,6,3,1,0
2442,2017,281,70000,6,3,1,1
205,2012,166,70000,2,3,1,1
923,2012,126,80000,6,3,1,0
2451,2003,56,110000,2,3,1,1
627,2013,281,90000,2,3,1,1
3372,2018,800,15000,2,3,1,0
154,2011,617,86000,2,3,0,1
1650,2014,396,120000,2,3,1,0
979,2019,459,5200,6,3,1,0
208,2010,83,60000,6,3,1,1
1264,2011,193,46000,6,3,1,0
3000,2006,56,40000,6,3,1,1
747,2014,459,90000,2,3,1,1
1186,2019,657,25000,2,3,1,1
1163,2012,314,90000,2,3,1,0
3448,2015,459,70000,2,3,1,0
1292,2017,459,70000,6,3,1,1
961,2019,529,35000,2,3,1,1
1003,2017,360,12700,6,3,0,0
2066,2011,205,80000,2,3,1,0
1776,2018,747,20000,2,3,1,0
2736,2018,248,20000,6,3,1,0
398,2017,572,19000,6,3,1,0
342,2009,105,95000,2,3,1,1
3462,2012,244,90000,2,3,1,0
416,2013,489,45839,6,2,1,0
195,2010,166,74510,6,2,1,0
200,2009,110,87293,6,2,1,0
535,2012,205,156040,2,2,1,0
450,2004,320,93415,2,2,1,0
378,2017,344,101159,6,2,1,0
907,2015,143,80000,6,3,1,1
3155,2019,360,12000,6,3,1,0
2381,2013,281,90000,6,3,1,0
262,2011,110,68519,6,2,1,0
204,2012,150,55130,2,2,1,0
418,2014,378,65239,6,2,1,0
3443,2015,375,58182,6,2,1,0
498,2012,166,91245,2,2,1,0
1803,2013,489,102989,2,2,1,0
692,2010,320,50000,6,3,1,0
2472,2000,84,120000,6,3,1,0
2324,2014,327,90000,2,3,1,0
2357,2018,483,25000,2,3,1,0
2422,2007,135,80000,6,3,1,1
1918,2018,541,70000,2,3,1,0
1557,2002,126,50000,2,3,1,2
1896,2008,61,100000,6,3,1,1
1925,2016,197,90000,2,3,1,2
2022,2005,41,60000,6,3,1,2
1890,2007,51,120000,6,3,1,2
3425,2008,236,90000,2,3,0,1
2357,2015,281,60000,2,3,1,1
1324,2015,515,30000,2,3,1,1
539,2011,227,108000,2,3,1,1
1299,2012,281,160000,2,3,1,1
1895,2006,115,90000,6,3,1,2
1825,2010,266,120000,2,3,1,2
1803,2012,489,102000,2,3,1,1
1541,2009,248,178000,2,3,1,1
3350,2014,709,200000,2,3,1,1
500,2012,360,60000,6,2,1,0
3145,2019,339,3000,6,3,1,0
1893,2006,126,75118,6,3,1,1
2066,2013,241,140000,2,3,1,1
1235,2014,271,60000,6,3,1,1
233,2006,100,79000,6,2,1,3
577,2005,6,25000,6,3,1,1
3003,2012,181,70000,2,3,1,1
570,2005,42,4637,6,3,1,1
2357,2016,470,70000,2,3,1,0
2315,2014,339,100000,2,3,1,1
2951,2009,66,120000,2,3,1,1
2289,2015,224,40000,2,3,1,1
2375,2009,150,220000,2,3,1,0
1579,2017,360,30000,6,3,1,0
3071,2012,360,42655,2,3,1,0
2732,2017,205,43000,6,3,1,1
3355,2012,528,70000,2,3,1,0
1346,2010,205,55000,6,3,1,0
367,2010,83,80000,2,3,1,1
2731,2017,281,55000,6,3,1,0
1242,2018,402,70000,6,3,1,0
2070,2012,248,80000,2,3,1,0
75,2010,683,110000,6,3,0,0
1279,2010,105,60000,6,3,1,2
3150,2018,396,30000,6,3,1,0
2710,2013,309,80000,2,3,1,1
2851,2012,281,90000,6,3,1,0
1853,2003,41,50000,6,3,1,0
1099,2012,248,50000,6,3,1,0
1297,2012,320,70000,2,3,1,0
420,2014,427,110000,2,3,1,0
2644,2012,248,80000,6,3,1,1
2356,2012,205,156000,2,3,1,0
3339,2012,572,180000,2,3,1,0
1982,2018,248,25000,6,3,1,0
1890,2004,61,120000,6,3,1,0
1672,2020,709,11000,2,3,1,0
2737,2017,284,40000,6,3,0,0
2324,2015,408,50000,2,3,1,0
1152,2012,396,26000,2,3,1,0
1893,2008,95,30000,6,3,1,0
3292,2014,817,50000,2,3,1,0
1717,2018,572,20000,2,3,1,0
1895,2008,87,30000,6,3,1,1
1893,2011,115,78000,6,3,1,0
2435,2011,143,40000,6,3,1,1
1166,2014,427,100000,6,3,1,0
705,2009,205,70000,6,3,1,2
932,2014,489,30000,2,3,1,1
702,2008,173,77000,6,3,0,2
3501,2011,216,150000,2,3,1,0
2334,2016,541,69000,2,3,1,0
3381,2016,739,120000,2,3,0,0
2070,2012,181,120000,2,3,1,1
989,2008,90,110000,6,3,1,1
1772,2017,715,70000,2,3,0,0
1608,2013,181,110000,2,3,1,0
3007,2009,110,50000,2,3,1,0
1289,2012,270,44000,6,3,1,0
700,2010,210,90000,6,3,1,1
1167,2014,459,50000,6,3,1,1
1266,2012,173,50000,6,3,1,0
230,2014,248,146000,2,3,1,0
3149,2018,340,15000,6,3,0,0
1885,2015,220,60000,6,3,1,0
1238,2016,360,35000,6,3,1,1
1163,2012,381,80000,2,3,1,0
3047,2010,20,90000,6,3,1,0
700,2011,317,70000,6,3,1,1
2435,2013,188,62000,6,3,1,1
429,2018,613,10000,6,3,0,0
1981,2010,143,80000,0,3,1,3
1356,2015,396,35000,6,3,1,1
2042,2019,360,40000,6,3,1,0
2005,2012,427,120000,2,3,1,2
3032,2013,166,60000,6,3,1,0
2923,2008,61,90000,6,3,1,1
3063,2010,248,250000,2,3,1,1
381,2019,501,15000,2,3,1,0
1984,2017,216,30000,6,3,1,0
2414,2001,51,117000,6,3,1,1
1890,2004,84,70000,6,3,1,0
3348,2012,529,110000,2,3,1,1
2660,2016,412,100000,2,3,1,1
2660,2016,412,105000,2,3,1,1
3346,2009,427,182000,2,3,1,2
3230,2012,335,95000,2,3,1,1
643,2015,396,70000,6,3,1,0
2422,2009,139,76000,6,3,1,1
1163,2014,489,70000,2,3,1,1
205,2013,162,46000,2,3,1,0
2464,1999,56,70000,6,3,1,0
2023,2006,71,90000,6,3,1,0
1223,2016,405,50000,2,3,1,0
799,2017,516,24585,2,2,1,4
2464,2001,43,70000,6,3,1,0
3253,2011,181,110000,2,3,1,2
1080,2019,408,10000,0,3,1,0
357,2010,143,100000,6,3,1,0
538,2011,158,110000,2,3,1,1
538,2011,126,100000,2,3,1,1
2457,2009,105,65000,6,3,1,0
627,2015,241,40000,2,3,1,2
1935,2019,390,13900,6,3,1,0
3177,2017,349,17563,6,3,1,0
3203,2016,306,15000,6,3,1,0
3462,2012,166,82000,2,3,1,1
516,2016,393,40000,2,3,1,0
3357,2014,620,173000,2,3,1,2
1796,2014,459,151000,2,3,1,1
671,2015,248,50000,6,3,1,0
625,2017,344,15000,6,3,1,0
623,2017,297,80000,2,3,1,0
1917,2019,541,11000,6,3,1,0
1884,2016,248,50000,0,3,1,0
154,2012,516,120000,2,3,0,1
2420,2007,84,70000,5,3,1,2
1043,2015,248,90000,6,3,1,0
2971,2012,110,185000,2,3,1,1
1339,2016,489,40000,2,3,1,0
2357,2017,401,25000,2,3,1,0
3348,2013,657,117780,2,3,1,1
1189,2010,232,120000,2,3,1,1
2302,2017,459,120000,2,3,1,0
2852,2013,173,120000,2,3,1,2
58,2014,698,110000,2,3,0,1
921,2018,201,30000,6,3,1,0
1043,2016,301,25000,6,3,1,0
1616,2015,126,55000,2,3,1,1
1776,2018,753,20000,2,3,1,0
2005,2014,396,100000,2,3,1,1
1893,2007,56,40000,6,3,1,1
1126,2006,184,80000,6,3,0,2
1125,2006,227,80000,6,3,0,3
1538,2018,470,35000,2,3,1,0
2671,2010,459,110000,2,3,1,1
1832,2011,227,160000,2,3,1,0
3008,2013,105,125000,2,3,1,0
2999,2011,61,62000,6,3,1,1
2630,2011,165,120000,2,3,1,1
2635,2016,353,33000,6,3,1,1
2313,2013,205,80000,2,3,1,3
1304,2017,516,35000,2,3,1,0
1021,2015,360,50000,2,3,1,0
1872,2019,197,5000,6,3,1,0
406,2016,489,81595,2,2,1,0
995,2005,52,22000,6,3,1,0
2371,2015,320,40000,6,3,1,0
1895,2008,110,40000,6,3,1,1
1623,2013,248,70000,2,3,1,1
2619,2019,683,4000,2,3,1,0
104,2015,864,24000,2,3,0,0
653,2018,572,13500,6,2,1,0
2069,2013,390,40000,2,3,1,0
794,2018,594,9700,6,2,1,0
3473,2012,301,62000,6,3,1,1
657,2016,719,24000,2,2,1,0
832,2019,717,13000,2,2,1,0
3052,2009,16,50000,6,3,1,2
660,2017,673,36000,6,2,1,0
657,2017,705,40000,2,2,1,0
963,2018,516,27000,6,3,1,0
1885,2016,281,40000,6,3,1,0
1272,2009,210,80000,6,3,1,1
1622,2005,188,221000,2,3,1,2
1339,2016,541,80000,2,3,1,0
2070,2012,266,119000,2,3,1,1
3333,2009,548,190000,2,3,1,1
1940,2017,401,25000,6,3,0,0
2635,2013,292,28740,6,3,1,0
1882,2010,188,48500,6,3,1,0
2644,2012,241,110000,6,3,1,1
2365,2018,427,30000,6,3,1,0
2976,2011,105,120000,2,3,1,1
3534,2014,844,130000,2,3,0,0
3333,2008,281,140000,2,3,1,1
1165,2011,314,90000,2,3,1,0
1926,2015,181,45000,6,3,1,0
1103,2005,118,80000,6,3,1,2
2401,2018,297,15000,6,3,0,0
2324,2019,489,20000,2,3,1,0
1863,2017,232,37000,6,3,1,0
2324,2016,422,80000,2,3,1,0
5,2002,28,120000,2,3,1,3
1961,2018,572,20000,6,3,1,0
514,2016,405,25000,2,3,1,0
1289,2010,181,96000,6,3,1,2
265,2013,139,53000,6,2,1,0
350,2010,182,65000,2,2,1,0
209,2015,201,43000,6,2,1,0
508,2012,216,42000,6,2,1,0
2871,2011,427,73000,2,2,0,0
1002,2015,349,29000,6,2,1,0
3105,2013,360,95000,2,2,1,0
241,2014,241,25000,6,3,1,0
3484,2011,251,53000,6,2,1,1
390,2011,220,20000,6,2,1,0
665,2014,266,57000,6,2,1,0
220,2014,427,52000,2,2,1,0
2458,2008,87,40000,6,3,1,0
665,2012,227,47000,6,2,1,0
705,2012,349,47000,6,2,1,1
1162,2016,508,73000,2,2,1,0
673,2012,204,42000,6,2,1,1
911,2012,170,60000,6,2,1,2
2442,2015,158,120000,6,3,1,0
1893,2012,126,50000,6,3,1,0
2464,1999,51,70000,6,3,1,3
1538,2018,622,25000,2,3,1,0
2016,2019,640,11000,6,3,0,0
2327,2013,378,80000,6,3,1,0
1851,1998,33,80000,6,3,1,3
502,2013,360,75000,2,3,1,1
128,2009,709,45000,2,3,0,2
1545,2007,248,100000,2,3,1,1
743,2014,281,60000,2,3,1,1
2969,2011,188,160000,2,3,1,1
871,2015,585,50000,6,3,1,0
1885,2014,166,80000,6,3,1,1
1616,2017,657,60000,2,3,1,1
1873,2016,181,60000,6,3,1,1
528,2015,368,148620,2,2,1,0
2099,2012,254,70000,2,3,1,1
953,2018,583,42000,2,3,1,0
1156,2017,709,40000,2,3,1,0
239,2011,143,150000,2,3,1,1
2081,2017,657,30000,2,3,1,0
1099,2010,130,90000,6,3,1,3
1717,2017,320,120000,2,3,1,0
1607,2016,320,80000,2,3,1,1
2964,2010,205,80000,2,3,1,1
3000,2008,126,50000,6,3,1,2
1075,2002,61,70000,6,3,1,1
3487,2014,266,70000,2,3,0,0
977,2019,534,8000,6,3,0,0
1885,2016,248,30000,6,3,1,0
2970,2012,126,110000,2,3,1,0
3333,2007,353,223000,2,3,1,3
3511,2011,232,110000,2,3,1,0
1068,2006,84,120000,6,3,1,1
2374,2008,126,100000,6,3,1,1
2324,2014,306,100000,2,3,1,1
1890,2006,71,60000,6,3,1,1
1687,2008,248,270000,2,3,1,2
2790,2011,227,60000,2,3,1,1
2460,2009,150,41090,6,3,1,0
2356,2012,184,296823,2,3,1,0
1865,2014,166,40000,6,3,1,0
3231,2011,396,40000,6,3,1,1
486,2010,248,70000,6,3,1,1
1162,2015,552,80000,2,3,1,1
2324,2017,489,90000,2,3,1,0
2444,2017,306,19000,6,3,1,0
2324,2014,381,110000,2,3,1,1
1556,1996,166,60000,2,3,1,0
2459,2010,122,68000,0,3,1,1
2070,2011,232,120000,2,3,1,1
2324,2014,210,30000,2,3,1,0
2896,2016,248,90000,6,3,1,1
2357,2015,381,140000,2,3,1,2
2862,2017,600,44500,6,3,0,0
1336,2014,281,52000,2,3,1,1
1317,2016,489,26000,6,3,1,0
3059,2007,427,80000,6,3,1,1
1926,2015,248,35000,6,3,1,0
2292,2008,126,60000,6,3,1,1
1043,2014,248,120000,6,3,1,0
1103,2004,61,58000,6,3,1,0
3038,2011,150,80000,2,3,1,2
478,2009,90,100000,2,3,1,3
1043,2015,339,12000,6,3,1,0
652,2016,516,35000,2,3,1,0
2462,2010,110,50000,6,3,1,1
2334,2017,489,67000,2,3,1,0
2722,2013,320,100000,6,3,1,1
1721,2017,572,60000,2,3,1,0
1538,2017,501,70000,2,3,1,0
2057,2017,173,50000,6,3,1,3
3063,2009,126,120000,2,3,1,2
2055,2007,23,100000,0,3,1,3
1356,2015,407,90000,6,3,1,0
1356,2014,360,80000,6,3,1,0
261,2012,114,90000,6,3,1,1
3270,2014,401,157000,2,3,1,1
3443,2016,396,20000,6,3,1,0
2453,2008,110,80000,6,3,1,3
2380,2015,443,60000,2,3,1,0
976,2015,427,49000,6,3,1,0
2980,2009,122,89255,2,3,1,0
1865,2020,278,5000,6,3,1,0
2971,2013,227,110000,2,3,1,0
3347,2010,476,200000,2,3,1,2
203,2012,135,90000,2,3,1,1
338,2010,126,63000,2,3,1,2
823,2015,427,23000,6,3,1,0
1608,2013,280,100000,2,3,1,0
1525,2004,188,168000,2,3,1,3
2955,2008,90,90000,2,3,1,2
2422,2008,90,70000,6,3,1,2
2744,2018,201,5550,6,3,1,1
1885,2014,150,100000,6,3,1,1
2435,2014,241,80000,6,3,1,1
1346,2010,205,40000,6,3,1,0
3008,2010,126,100000,2,3,1,0
1840,2004,33,35000,6,3,1,2
2810,2006,396,75000,2,3,1,1
1607,2013,241,150000,2,3,1,3
1896,2009,54,70000,6,3,1,0
2070,2014,205,115000,2,3,1,0
2296,2019,443,25000,6,3,0,0
1428,2019,732,10000,2,3,0,0
1079,2019,339,15000,6,3,1,0
1986,2019,375,10000,0,3,1,0
3271,2012,181,80000,6,3,1,2
1865,2020,254,1700,6,3,1,0
516,2016,320,45217,2,2,1,0
921,2018,254,20000,6,3,1,0
1971,2017,541,50000,2,3,1,0
3063,2009,170,120000,2,3,1,1
2292,2010,216,50000,6,3,1,0
1893,2012,150,40000,6,3,1,1
1611,2007,105,110000,2,3,1,1
2357,2014,335,155000,2,3,1,0
1882,2011,181,70000,6,3,1,1
1879,2010,166,70000,6,3,1,2
572,2009,110,100000,2,3,1,2
3168,2016,271,41000,6,2,1,0
464,2017,897,60000,2,2,0,0
454,2018,898,56000,2,2,0,0
464,2017,898,60000,2,2,0,0
724,2011,349,97000,6,2,0,1
757,2014,396,60000,6,3,1,0
1888,2017,241,60000,6,3,1,0
431,2014,378,48000,6,2,0,1
2326,2009,224,190000,2,3,1,2
1243,2019,459,80000,6,3,1,0
1336,2013,248,70000,2,3,1,1
3432,2012,331,80000,2,3,1,1
2396,2018,572,30000,2,3,0,1
1043,2016,335,44440,6,3,1,1
867,2018,720,30000,2,3,1,0
2357,2011,224,120000,2,3,1,0
1024,2015,314,80000,2,3,1,1
2807,2012,320,110000,2,3,1,0
477,2007,84,170000,6,3,1,0
45,2010,600,46000,2,3,0,0
221,2012,288,120000,2,3,0,2
2334,2015,375,91365,2,2,1,0
2324,2013,289,90010,2,2,1,1
2005,2013,206,80000,2,3,1,0
3049,2012,23,35000,6,3,1,1
2437,2006,56,80000,6,3,1,1
2324,2013,393,31800,2,2,1,0
2407,2013,254,59100,0,2,1,0
793,2016,422,31200,6,2,1,0
1966,2016,495,51000,2,2,1,0
1352,2013,339,22700,2,2,1,1
20,2011,730,58000,2,2,0,0
1962,2016,501,50900,2,2,1,0
2398,2018,652,10000,2,3,1,0
204,2014,263,60000,2,3,1,0
2072,2011,205,80000,6,3,1,1
1918,2016,459,72000,2,3,1,0
1236,2016,248,96000,6,3,1,0
204,2014,251,66000,2,3,1,0
2422,2009,88,70000,6,3,1,0
846,2006,71,75000,6,3,1,2
3150,2019,421,2417,6,3,1,0
915,2016,205,30000,6,3,1,1
1638,2018,519,60000,2,3,1,0
994,2007,79,120000,6,3,1,3
1986,2020,393,7000,0,3,1,0
3008,2012,166,35000,2,3,1,0
1858,2009,90,110000,6,3,1,3
1893,2008,84,130000,6,3,1,3
1863,2016,126,25000,6,3,1,1
570,2005,28,80000,6,3,1,2
193,2007,66,70000,6,3,1,1
1004,2018,378,23000,6,3,1,0
3444,2014,339,40000,6,3,1,0
130,2006,381,110000,6,3,0,1
2082,2019,640,10000,2,3,1,0
2324,2015,419,80000,2,3,1,0
1190,2009,266,25000,2,3,1,2
2426,2013,224,74000,6,3,1,2
1926,2015,248,60000,6,3,1,2
3503,2011,266,70000,2,3,1,0
3063,2010,281,100000,2,3,1,0
1189,2008,188,146000,2,3,1,2
2316,2012,266,120000,2,3,1,1
2414,2005,51,70000,6,3,1,1
2804,2008,158,120000,2,3,1,2
220,2011,276,65500,2,3,1,0
1616,2016,662,70000,2,3,1,0
1865,2012,100,50000,6,3,1,0
1895,2009,95,90000,6,3,1,1
700,2009,248,120000,6,3,1,1
1926,2016,274,56000,6,2,1,0
2414,2005,71,70000,6,3,1,1
1890,2006,126,140300,6,3,1,0
1879,2010,97,70000,6,3,1,0
2429,2016,301,23000,6,2,1,1
2458,2007,227,10211,6,3,1,0
1626,2005,100,120000,2,3,1,2
1937,2015,281,120000,2,3,1,0
1938,2017,327,35000,6,3,1,0
1163,2012,396,130000,2,3,1,0
2641,2013,181,90000,2,3,1,1
485,2008,100,80000,6,3,1,1
1108,2007,51,55000,6,3,1,1
2339,2017,572,15000,6,3,1,0
2324,2014,360,260000,2,3,1,1
1683,2012,412,145000,2,3,1,0
305,2016,248,35000,6,3,1,0
1266,2008,162,56000,6,3,1,1
493,2007,110,98000,2,3,1,1
3270,2011,248,135000,2,3,1,1
1898,2002,100,60000,6,3,1,2
3331,2010,360,120000,2,3,1,2
3003,2010,135,102000,2,3,1,1
1535,2018,572,35000,2,3,1,0
1839,2013,84,80000,6,3,1,0
1865,2015,220,32933,6,2,1,0
2414,2008,147,54551,6,2,1,0
2053,2014,206,57112,6,2,1,0
1244,2015,376,41025,6,2,0,0
2313,2019,489,5000,2,3,1,0
919,2012,184,53122,6,2,1,1
1869,2013,201,64111,0,2,1,0
2068,2011,182,78892,6,2,1,0
1285,2011,225,74113,6,2,1,0
2429,2012,241,80000,6,2,1,0
2374,2017,412,39000,6,2,1,0
3493,2012,303,84775,6,2,1,0
3046,2012,79,20778,6,2,1,0
2005,2015,550,64441,2,2,1,0
641,2015,360,43192,6,2,1,0
3053,2014,118,44416,6,2,1,0
1966,2016,517,79991,2,2,1,0
2630,2011,229,62601,2,2,1,1
1908,2018,408,50000,6,3,0,0
523,2017,427,100000,2,3,1,0
3501,2011,216,97000,2,3,1,2
2772,2015,335,100000,2,3,1,0
2673,2002,16,100000,6,3,1,2
1799,2018,698,20000,2,3,1,0
1953,2017,504,46000,6,3,1,0
2356,2012,339,40000,2,3,1,0
2313,2014,360,70000,2,3,1,1
3338,2008,452,89600,2,3,1,2
3423,2017,635,60800,6,3,1,0
822,2015,335,104000,2,3,1,1
3448,2014,360,80000,2,3,1,1
1839,2004,20,69111,6,3,1,2
3323,2014,408,70000,2,3,1,1
1839,2007,61,120000,6,3,1,0
3040,2014,33,40000,6,3,1,0
1524,2001,61,100000,2,3,1,2
1865,2019,173,20000,6,3,1,0
3139,2017,216,50000,2,3,1,0
3194,2016,205,70000,2,3,1,0
2956,2008,61,90000,2,3,1,0
3336,2010,360,150000,2,3,1,1
3324,2005,254,120000,2,3,1,1
544,2014,281,90000,6,3,1,1
2096,2011,263,100000,2,3,1,0
638,2016,378,90000,2,3,1,0
3023,2011,181,140000,2,3,1,1
2923,2008,51,60000,6,3,1,0
248,2015,233,40000,2,3,1,0
3001,2013,174,80000,2,3,1,0
965,2018,427,11000,6,3,1,0
231,2014,281,110000,2,3,1,0
2431,2017,335,19890,6,2,0,0
2747,2015,224,20969,6,2,1,0
1926,2016,319,20194,6,2,1,0
553,2016,353,34982,6,2,1,0
919,2012,205,44588,6,2,1,0
423,2016,489,57904,2,2,1,0
1885,2015,224,59258,6,2,1,0
553,2016,314,60826,6,2,1,0
1776,2018,765,50000,2,3,1,0
1839,2014,184,35000,6,3,1,0
1803,2015,622,110000,2,3,1,1
1128,2018,785,40000,2,3,0,0
3080,2019,572,10000,6,3,1,0
624,2013,263,50000,2,3,1,0
1865,2016,248,25000,6,3,1,0
1286,2018,535,25000,6,3,1,0
324,2019,281,1300,6,3,1,0
312,2014,232,40000,6,3,1,0
2305,2018,501,50000,2,3,0,0
1264,2011,248,20000,6,3,1,0
214,2011,320,76000,2,3,1,2
1700,2010,335,100000,2,3,1,2
3058,2008,248,120000,2,3,1,0
2439,2010,143,70000,6,3,1,0
914,2014,173,70000,6,3,1,2
2005,2015,459,60000,2,3,1,1
2435,2014,216,38000,6,3,1,1
3054,2015,64,19000,6,3,1,0
1719,2016,508,75000,2,3,1,0
1020,2015,248,70000,2,3,1,0
661,2017,720,30000,2,3,1,0
1185,2017,571,31707,2,3,1,0
3287,2010,657,180000,2,3,1,0
